product_name,price,key_specs,image_urls,affiliate_url,category
,,,,https://link.coupang.com/a/fopcIWAxxI,
,,,,https://link.coupang.com/a/foOBKp5FPU,
,,,,https://link.coupang.com/a/foT6vh0hBQ,
,,,,https://link.coupang.com/a/fqB1cxBf5g,
,,,,https://link.coupang.com/a/fqSmrkjlRY,
,,,,https://link.coupang.com/a/frNvab5EoC,
,,,,https://link.coupang.com/a/frTdCc1P2q,
,,,,https://link.coupang.com/a/fseLgxcHRY,
